Date,Opponent,Segment,Arena,Location,Attendance,Home Team,Year
17-Jul-09,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",9524,San Antonio Stars,2009
23-Jul-09,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",9985,San Antonio Stars,2009
28-Jul-09,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",5382,San Antonio Stars,2009
6-Aug-09,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",5042,San Antonio Stars,2009
11-Aug-09,Sacramento Monarchs,Regular season,AT&T Center,"San Antonio, TX",4961,San Antonio Stars,2009
15-Aug-09,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",8933,San Antonio Stars,2009
21-Aug-09,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",9540,San Antonio Stars,2009
29-Aug-09,Detroit Shock,Regular season,AT&T Center,"San Antonio, TX",7735,San Antonio Stars,2009
1-Sep-09,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",4881,San Antonio Stars,2009
5-Sep-09,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",8631,San Antonio Stars,2009
12-Sep-09,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",10153,San Antonio Stars,2009
17-Sep-09,Phoenix Mercury,Western Conference Semifinals,AT&T Center,"San Antonio, TX",5721,San Antonio Stars,2009
15-May-10,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",9409,San Antonio Stars,2010
22-May-10,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",7862,San Antonio Stars,2010
28-May-10,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",5293,San Antonio Stars,2010
30-May-10,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",4924,San Antonio Stars,2010
11-Jun-10,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",7076,San Antonio Stars,2010
26-Jun-10,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",10184,San Antonio Stars,2010
6-Jul-10,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",7264,San Antonio Stars,2010
16-Jul-10,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",9298,San Antonio Stars,2010
18-Jul-10,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",6542,San Antonio Stars,2010
20-Jul-10,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",12414,San Antonio Stars,2010
24-Jul-10,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",8999,San Antonio Stars,2010
3-Aug-10,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6116,San Antonio Stars,2010
10-Aug-10,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",5142,San Antonio Stars,2010
13-Aug-10,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",10244,San Antonio Stars,2010
17-Aug-10,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",6801,San Antonio Stars,2010
20-Aug-10,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",10807,San Antonio Stars,2010
22-Aug-10,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",8331,San Antonio Stars,2010
28-Aug-10,Phoenix Mercury,Western Conference Semifinals,AT&T Center,"San Antonio, TX",6763,San Antonio Stars,2010
4-Jun-11,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",12406,San Antonio Stars,2011
11-Jun-11,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",9140,San Antonio Stars,2011
21-Jun-11,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",7072,San Antonio Stars,2011
24-Jun-11,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",8617,San Antonio Stars,2011
8-Jul-11,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",8100,San Antonio Stars,2011
12-Jul-11,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",6769,San Antonio Stars,2011
14-Jul-11,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",9167,San Antonio Stars,2011
28-Jul-11,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",14797,San Antonio Stars,2011
31-Jul-11,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",7260,San Antonio Stars,2011
6-Aug-11,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",8273,San Antonio Stars,2011
14-Aug-11,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",7060,San Antonio Stars,2011
16-Aug-11,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",6358,San Antonio Stars,2011
28-Aug-11,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",7924,San Antonio Stars,2011
30-Aug-11,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",6934,San Antonio Stars,2011
1-Sep-11,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6502,San Antonio Stars,2011
3-Sep-11,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",9575,San Antonio Stars,2011
10-Sep-11,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",12813,San Antonio Stars,2011
18-Sep-11,Minnesota Lynx,Western Conference Semifinals,AT&T Center,"San Antonio, TX",7023,San Antonio Stars,2011
30-May-12,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",7233,San Antonio Stars,2012
1-Jun-12,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6534,San Antonio Stars,2012
9-Jun-12,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",8187,San Antonio Stars,2012
16-Jun-12,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",8234,San Antonio Stars,2012
28-Jun-12,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",15184,San Antonio Stars,2012
1-Jul-12,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",6568,San Antonio Stars,2012
3-Jul-12,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6912,San Antonio Stars,2012
13-Jul-12,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",13426,San Antonio Stars,2012
21-Aug-12,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",5913,San Antonio Stars,2012
25-Aug-12,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",9029,San Antonio Stars,2012
30-Aug-12,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",5023,San Antonio Stars,2012
7-Sep-12,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",8097,San Antonio Stars,2012
9-Sep-12,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",6025,San Antonio Stars,2012
14-Sep-12,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",7109,San Antonio Stars,2012
16-Sep-12,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",5246,San Antonio Stars,2012
18-Sep-12,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",6650,San Antonio Stars,2012
23-Sep-12,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",8084,San Antonio Stars,2012
29-Sep-12,Los Angeles Sparks,Western Conference Semifinals,Freeman Coliseum,"San Antonio, TX",5293,San Antonio Stars,2012
24-May-13,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",8054,San Antonio Stars,2013
1-Jun-13,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",6081,San Antonio Stars,2013
7-Jun-13,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",6244,San Antonio Stars,2013
21-Jun-13,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",7009,San Antonio Stars,2013
25-Jun-13,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",9007,San Antonio Stars,2013
12-Jul-13,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",11268,San Antonio Stars,2013
19-Jul-13,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",7105,San Antonio Stars,2013
20-Jul-13,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",8375,San Antonio Stars,2013
25-Jul-13,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",12086,San Antonio Stars,2013
4-Aug-13,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",7950,San Antonio Stars,2013
6-Aug-13,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",5390,San Antonio Stars,2013
17-Aug-13,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",10906,San Antonio Stars,2013
25-Aug-13,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",6828,San Antonio Stars,2013
27-Aug-13,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",6097,San Antonio Stars,2013
31-Aug-13,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",8086,San Antonio Stars,2013
8-Sep-13,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",6560,San Antonio Stars,2013
15-Sep-13,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",7486,San Antonio Stars,2013
17-May-14,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",7665,San Antonio Stars,2014
28-May-14,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",5286,San Antonio Stars,2014
1-Jun-14,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",5089,San Antonio Stars,2014
7-Jun-14,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",5808,San Antonio Stars,2014
13-Jun-14,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",5012,San Antonio Stars,2014
14-Jun-14,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",6242,San Antonio Stars,2014
24-Jun-14,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",10973,San Antonio Stars,2014
26-Jun-14,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",6371,San Antonio Stars,2014
9-Jul-14,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",5917,San Antonio Stars,2014
11-Jul-14,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",12117,San Antonio Stars,2014
22-Jul-14,Tulsa Shock,Regular season,AT&T Center,"San Antonio, TX",6041,San Antonio Stars,2014
26-Jul-14,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",7649,San Antonio Stars,2014
29-Jul-14,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",8986,San Antonio Stars,2014
1-Aug-14,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",8816,San Antonio Stars,2014
7-Aug-14,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",7022,San Antonio Stars,2014
10-Aug-14,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",9573,San Antonio Stars,2014
15-Aug-14,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",12659,San Antonio Stars,2014
23-Aug-14,Minnesota Lynx,Western Conference Semifinals,AT&T Center,"San Antonio, TX",7085,San Antonio Stars,2014
14-Jun-15,Tulsa Shock,Regular season,Freeman Coliseum,"San Antonio, TX",7305,San Antonio Stars,2015
19-Jun-15,Minnesota Lynx,Regular season,Freeman Coliseum,"San Antonio, TX",3968,San Antonio Stars,2015
20-Jun-15,Chicago Sky,Regular season,Freeman Coliseum,"San Antonio, TX",4026,San Antonio Stars,2015
25-Jun-15,Phoenix Mercury,Regular season,Freeman Coliseum,"San Antonio, TX",3102,San Antonio Stars,2015
27-Jun-15,Seattle Storm,Regular season,Freeman Coliseum,"San Antonio, TX",4067,San Antonio Stars,2015
8-Jul-15,Los Angeles Sparks,Regular season,Freeman Coliseum,"San Antonio, TX",3100,San Antonio Stars,2015
17-Jul-15,Tulsa Shock,Regular season,Freeman Coliseum,"San Antonio, TX",9080,San Antonio Stars,2015
21-Jul-15,Indiana Fever,Regular season,Freeman Coliseum,"San Antonio, TX",6846,San Antonio Stars,2015
29-Jul-15,Atlanta Dream,Regular season,Freeman Coliseum,"San Antonio, TX",3613,San Antonio Stars,2015
31-Jul-15,Washington Mystics,Regular season,Freeman Coliseum,"San Antonio, TX",4311,San Antonio Stars,2015
2-Aug-15,Los Angeles Sparks,Regular season,Freeman Coliseum,"San Antonio, TX",5416,San Antonio Stars,2015
8-Aug-15,Seattle Storm,Regular season,Freeman Coliseum,"San Antonio, TX",4691,San Antonio Stars,2015
19-Aug-15,New York Liberty,Regular season,Freeman Coliseum,"San Antonio, TX",3626,San Antonio Stars,2015
21-Aug-15,Minnesota Lynx,Regular season,Freeman Coliseum,"San Antonio, TX",4298,San Antonio Stars,2015
23-Aug-15,Los Angeles Sparks,Regular season,Freeman Coliseum,"San Antonio, TX",3972,San Antonio Stars,2015
4-Sep-15,Connecticut Sun,Regular season,Freeman Coliseum,"San Antonio, TX",4633,San Antonio Stars,2015
5-Sep-15,Phoenix Mercury,Regular season,Freeman Coliseum,"San Antonio, TX",6076,San Antonio Stars,2015
14-May-16,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",7572,San Antonio Stars,2016
19-May-16,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",6267,San Antonio Stars,2016
27-May-16,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",5210,San Antonio Stars,2016
4-Jun-16,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",5403,San Antonio Stars,2016
11-Jun-16,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",5219,San Antonio Stars,2016
14-Jun-16,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",3319,San Antonio Stars,2016
17-Jun-16,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",6107,San Antonio Stars,2016
25-Jun-16,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",9439,San Antonio Stars,2016
6-Jul-16,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",3701,San Antonio Stars,2016
8-Jul-16,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",8955,San Antonio Stars,2016
12-Jul-16,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",11171,San Antonio Stars,2016
26-Aug-16,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",6831,San Antonio Stars,2016
1-Sep-16,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",3992,San Antonio Stars,2016
6-Sep-16,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",5838,San Antonio Stars,2016
9-Sep-16,Dallas Wings,Regular season,AT&T Center,"San Antonio, TX",7425,San Antonio Stars,2016
11-Sep-16,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",5705,San Antonio Stars,2016
18-Sep-16,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6397,San Antonio Stars,2016
19-May-17,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",6400,San Antonio Stars,2017
25-May-17,Dallas Wings,Regular season,AT&T Center,"San Antonio, TX",9621,San Antonio Stars,2017
3-Jun-17,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",7128,San Antonio Stars,2017
6-Jun-17,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",4260,San Antonio Stars,2017
10-Jun-17,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",6191,San Antonio Stars,2017
23-Jun-17,Dallas Wings,Regular season,AT&T Center,"San Antonio, TX",7086,San Antonio Stars,2017
30-Jun-17,Chicago Sky,Regular season,AT&T Center,"San Antonio, TX",4942,San Antonio Stars,2017
5-Jul-17,Connecticut Sun,Regular season,AT&T Center,"San Antonio, TX",3210,San Antonio Stars,2017
7-Jul-17,Phoenix Mercury,Regular season,AT&T Center,"San Antonio, TX",8232,San Antonio Stars,2017
20-Jul-17,Indiana Fever,Regular season,AT&T Center,"San Antonio, TX",7306,San Antonio Stars,2017
25-Jul-17,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",9244,San Antonio Stars,2017
28-Jul-17,Los Angeles Sparks,Regular season,AT&T Center,"San Antonio, TX",5777,San Antonio Stars,2017
1-Aug-17,New York Liberty,Regular season,AT&T Center,"San Antonio, TX",3430,San Antonio Stars,2017
4-Aug-17,Washington Mystics,Regular season,AT&T Center,"San Antonio, TX",4955,San Antonio Stars,2017
5-Aug-17,Seattle Storm,Regular season,AT&T Center,"San Antonio, TX",5869,San Antonio Stars,2017
12-Aug-17,Atlanta Dream,Regular season,AT&T Center,"San Antonio, TX",6953,San Antonio Stars,2017
25-Aug-17,Minnesota Lynx,Regular season,AT&T Center,"San Antonio, TX",7950,San Antonio Stars,2017
1-Jun-00,Houston Comets,Regular season,KeyArena,"Seattle, WA",10840,Seattle Storm,2000
3-Jun-00,Portland Fire,Regular season,KeyArena,"Seattle, WA",10182,Seattle Storm,2000
13-Jun-00,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",7700,Seattle Storm,2000
15-Jun-00,Sacramento Monarchs,Regular season,KeyArena,"Seattle, WA",7656,Seattle Storm,2000
18-Jun-00,Utah Starzz,Regular season,KeyArena,"Seattle, WA",8492,Seattle Storm,2000
28-Jun-00,Detroit Shock,Regular season,KeyArena,"Seattle, WA",7929,Seattle Storm,2000
30-Jun-00,Minnesota Lynx,Regular season,KeyArena,"Seattle, WA",9131,Seattle Storm,2000
1-Jul-00,Utah Starzz,Regular season,KeyArena,"Seattle, WA",8260,Seattle Storm,2000
3-Jul-00,Washington Mystics,Regular season,KeyArena,"Seattle, WA",8446,Seattle Storm,2000
19-Jul-00,New York Liberty,Regular season,KeyArena,"Seattle, WA",9395,Seattle Storm,2000
21-Jul-00,Minnesota Lynx,Regular season,KeyArena,"Seattle, WA",9246,Seattle Storm,2000
28-Jul-00,Phoenix Mercury,Regular season,KeyArena,"Seattle, WA",8767,Seattle Storm,2000
30-Jul-00,Miami Sol,Regular season,KeyArena,"Seattle, WA",8616,Seattle Storm,2000
1-Aug-00,Indiana Fever,Regular season,KeyArena,"Seattle, WA",8670,Seattle Storm,2000
6-Aug-00,Portland Fire,Regular season,KeyArena,"Seattle, WA",9328,Seattle Storm,2000
8-Aug-00,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",9936,Seattle Storm,2000
31-May-01,Phoenix Mercury,Regular season,KeyArena,"Seattle, WA",7567,Seattle Storm,2001
7-Jun-01,Miami Sol,Regular season,KeyArena,"Seattle, WA",6430,Seattle Storm,2001
12-Jun-01,Orlando Miracle,Regular season,KeyArena,"Seattle, WA",3873,Seattle Storm,2001
14-Jun-01,Cleveland Rockers,Regular season,KeyArena,"Seattle, WA",3821,Seattle Storm,2001
16-Jun-01,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",6964,Seattle Storm,2001
18-Jun-01,Charlotte Sting,Regular season,KeyArena,"Seattle, WA",4016,Seattle Storm,2001
30-Jun-01,Sacramento Monarchs,Regular season,KeyArena,"Seattle, WA",7048,Seattle Storm,2001
3-Jul-01,Washington Mystics,Regular season,KeyArena,"Seattle, WA",4312,Seattle Storm,2001
13-Jul-01,Houston Comets,Regular season,KeyArena,"Seattle, WA",5026,Seattle Storm,2001
20-Jul-01,Portland Fire,Regular season,KeyArena,"Seattle, WA",9232,Seattle Storm,2001
24-Jul-01,Detroit Shock,Regular season,KeyArena,"Seattle, WA",4323,Seattle Storm,2001
27-Jul-01,Phoenix Mercury,Regular season,KeyArena,"Seattle, WA",5278,Seattle Storm,2001
3-Aug-01,Utah Starzz,Regular season,KeyArena,"Seattle, WA",5873,Seattle Storm,2001
8-Aug-01,Houston Comets,Regular season,KeyArena,"Seattle, WA",6003,Seattle Storm,2001
10-Aug-01,Minnesota Lynx,Regular season,KeyArena,"Seattle, WA",7823,Seattle Storm,2001
14-Aug-01,Sacramento Monarchs,Regular season,KeyArena,"Seattle, WA",7668,Seattle Storm,2001
30-May-02,New York Liberty,Regular season,KeyArena,"Seattle, WA",7842,Seattle Storm,2002
4-Jun-02,Minnesota Lynx,Regular season,KeyArena,"Seattle, WA",4318,Seattle Storm,2002
6-Jun-02,Charlotte Sting,Regular season,KeyArena,"Seattle, WA",3927,Seattle Storm,2002
9-Jun-02,Utah Starzz,Regular season,KeyArena,"Seattle, WA",5139,Seattle Storm,2002
11-Jun-02,Portland Fire,Regular season,KeyArena,"Seattle, WA",3715,Seattle Storm,2002
18-Jun-02,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",6410,Seattle Storm,2002
21-Jun-02,Indiana Fever,Regular season,KeyArena,"Seattle, WA",5232,Seattle Storm,2002
23-Jun-02,Sacramento Monarchs,Regular season,KeyArena,"Seattle, WA",6138,Seattle Storm,2002
27-Jun-02,Orlando Miracle,Regular season,KeyArena,"Seattle, WA",4718,Seattle Storm,2002
11-Jul-02,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",6357,Seattle Storm,2002
12-Jul-02,Cleveland Rockers,Regular season,KeyArena,"Seattle, WA",8072,Seattle Storm,2002
19-Jul-02,Phoenix Mercury,Regular season,KeyArena,"Seattle, WA",6759,Seattle Storm,2002
20-Jul-02,Houston Comets,Regular season,KeyArena,"Seattle, WA",9686,Seattle Storm,2002
31-Jul-02,Minnesota Lynx,Regular season,KeyArena,"Seattle, WA",9686,Seattle Storm,2002
9-Aug-02,Portland Fire,Regular season,KeyArena,"Seattle, WA",12327,Seattle Storm,2002
11-Aug-02,Utah Starzz,Regular season,KeyArena,"Seattle, WA",11448,Seattle Storm,2002
15-Aug-02,Los Angeles Sparks,Western Conference Semifinals,KeyArena,"Seattle, WA",9686,Seattle Storm,2002
30-May-03,Los Angeles Sparks,Regular season,KeyArena,"Seattle, WA",9686,Seattle Storm,2003
3-Jun-03,Sacramento Monarchs,Regular season,KeyArena,"Seattle, WA",4528,Seattle Storm,2003
7-Jun-03,Phoenix Mercury,Regular season,KeyArena,"Seattle, WA",6549,Seattle Storm,2003
